word,age_of_acquisition,frequency_per_million
skunk,5.32,3.2549
bruise,5.45,3.23529
maple,5.94,3.23529
pitcher,6.42,3.23529
doorway,6.55,3.21569
greeting,6.37,3.21569
pup,5.11,3.21569
cheeseburger,4.78,3.19608
colorful,4.89,3.19608
hen,6.39,3.19608
parachute,7,3.17647
ruler,5.94,3.17647
weeping,6.67997,3.17647
fatso,6.72,3.15686
flour,6.89,3.15686
insect,4.75,3.15686
mermaid,5.68,3.15686
typewriter,6.74,3.15686
consequence,6.72,3.13725
toothpaste,3.33,3.13725
backward,5.76347,3.11765
paw,5.89,3.11765
slimy,6.28,3.11765
carve,6.35,3.09804
lighthouse,6.11,3.07843
twinkle,4.48,3.07843
wand,6.39,3.07843
mathematics,6.78,3.05882
goldfish,4.5,3.03922
handshake,6,3.03922
germs,5.28733,3.01961
traveler,6.89,3.01961
accidental,6.75,3
cloak,6.95,3
muddy,5.42,3
cinnamon,5.37,2.98039
hopeful,6.84,2.98039
rake,5.32,2.98039
scoot,6,2.98039
wiggle,3.95,2.98039
arise,6.89,2.96078
calf,6.63,2.96078
cuckoo,6.61,2.96078
meow,4,2.94118
recital,6.95,2.94118
sneeze,4.17,2.94118
telescope,6.95,2.94118
underpants,3.35,2.94118
cone,4.67,2.92157
fireman,5.05,2.92157
outlaw,6.33,2.92157
sled,4.89,2.92157
cabbage,5.78,2.90196
cactus,6.72,2.90196
memorize,6.47,2.90196
noodle,3.44,2.90196
bun,5.79,2.88235
cutie,4.7,2.88235
librarian,6.14,2.88235
mailman,4.72,2.88235
penguin,5.68,2.88235
bandage,5.94,2.86275
homemade,6.59,2.86275
thingy,5.76,2.86275
tighten,6.95,2.86275
cradle,5.22,2.84314
dragonfly,6.8,2.84314
poodle,6.53,2.84314
decorated,5.91266,2.82353
nosy,5.47,2.82353
weenie,6.1,2.82353
zipper,5,2.82353
fishy,6.72,2.80392
gender,7,2.80392
mush,5.78,2.80392
prairie,6.5,2.80392
creator,6.84,2.78431
dairy,6.85,2.78431
ninety,6.69063,2.78431
sticker,4.42,2.78431
aquarium,6.84,2.76471
dolphin,6.05,2.76471
enchanted,6.95,2.76471
monopoly,6.74,2.76471
slime,6.78,2.76471
woof,3.53,2.76471
frequent,6.94,2.7451
magnet,6.1,2.7451
spook,6.56,2.7451
squirt,6.53,2.7451
tug,5.17,2.7451
heater,6.1,2.72549
scooter,6.68,2.72549
sermon,6.6,2.72549
cardboard,5.4,2.70588
grin,5.84,2.70588
troll,5.72,2.70588
hoop,6.11,2.68627
apron,6.75,2.66667
squeal,7,2.66667
stomp,5.79,2.66667
vitamin,5.42,2.66667
icy,5.83,2.64706
shush,5.75281,2.64706
jug,5.83,2.62745
racer,4.84,2.62745
stocking,6.68,2.62745
windy,5.39,2.62745
cheesy,6.21,2.60784
jaws,5.28,2.60784
dishonest,5.68,2.58824
dunk,6.58,2.58824
meatball,6,2.58824
absent,6.5,2.56863
blueberry,6.22,2.56863
panther,6.67,2.56863
pepperoni,6.21,2.56863
pineapple,6.25,2.54902
spinach,4.94,2.54902
tornado,6.21,2.54902
eighty,5.87004,2.52941
bathe,5,2.5098
newborn,6.9,2.5098
postman,5.22,2.5098
screwdriver,6,2.5098
teeny,5.42,2.5098
zebra,4.79,2.5098
ache,5.79,2.4902
alphabet,4.22,2.4902
buggy,6.95,2.4902
cupboard,6.39,2.4902
leftovers,5.62,2.4902
salty,5.33,2.4902
timber,6.47,2.4902
attach,6.39,2.47059
bozo,6.21,2.47059
downhill,5.8578,2.47059
grapefruit,6.9,2.47059
hairdresser,6.65,2.47059
indoors,4.64448,2.47059
unicorn,4.83,2.47059
knob,4.68,2.45098
lunchtime,4.94,2.45098
restroom,6.63,2.45098
wed,6.95,2.45098
zap,6.56,2.45098
diver,6.89,2.43137
undress,5.28,2.43137
gardening,6.42,2.41176
jog,6.21,2.41176
performer,6.5,2.41176
undressed,3.95,2.41176
furry,5.72,2.39216
grammar,6.37,2.39216
honk,5.39,2.39216
barefoot,5.25,2.37255
buttercup,6.9,2.37255
frosty,6.33,2.37255
omelet,6.5,2.37255
squeak,5.84,2.37255
weeds,5.85,2.37255
curl,6.39,2.35294
gobble,5.58,2.35294
grumpy,5.89,2.35294
rinse,4.95,2.35294
sweatshirt,5,2.35294
beverage,6.63,2.33333
meatloaf,6.43,2.33333
odor,6.81,2.33333
vocabulary,6.74,2.33333
ballerina,5.26,2.31373
decorate,7,2.31373
flop,6.68,2.31373
kangaroo,5.55,2.31373
backseat,5.11,2.29412
granddaddy,4.33,2.29412
jumper,7,2.29412
kite,4.58,2.29412
mow,6.76,2.29412
broccoli,5.2,2.27451
chant,6.88,2.27451
crispy,6.39,2.27451
gallon,6.25,2.27451
itchy,5.16,2.27451
meadow,6.89,2.27451
moth,5.74,2.27451
smoker,6.19,2.27451
yogurt,3.72,2.27451
comfy,6.06,2.2549
crocodile,5.11,2.2549
mayonnaise,6.1,2.2549
softball,6.42,2.2549
spacecraft,6.85,2.2549
basics,6.47,2.23529
biblical,6.9,2.23529
granddad,3.58,2.23529
spices,6.69313,2.23529
goof,5.72,2.21569
incorrect,6.65,2.21569
slipper,5.26,2.21569
seller,6.84,2.19608
thermometer,6.63,2.19608
watermelon,4.22,2.19608
picky,5.74,2.17647
cloudy,5.5,2.15686
cuddle,6.16,2.15686
cushion,5.53,2.15686
drool,6.11,2.15686
poof,5.67,2.15686
cheater,6.06,2.13725
excite,6.61,2.13725
goo,5.53,2.13725
greens,6.90377,2.13725
hamster,4.37,2.13725
ingredients,6.69313,2.13725
mushroom,6.44,2.13725
seating,6.43,2.13725
silverware,5.89,2.13725
smiley,5.71,2.13725
truthful,6.28,2.13725
whiskers,5.11,2.13725
barbershop,6.89,2.11765
panda,5.67,2.11765
piglet,5.68,2.11765
snot,5.47,2.11765
tack,6.63,2.11765
tile,6.8,2.11765
waffle,5.32,2.11765
beak,5.42,2.09804
checkup,6.06,2.09804
cub,5.4,2.09804
outdoors,4.74742,2.09804
vine,6.95,2.09804
moo,3.53,2.07843
rhino,5.89,2.07843
beetle,5.32,2.05882
howl,5.55,2.05882
nighttime,3.72,2.05882
possum,6.61,2.05882
removal,6.63,2.05882
stinker,4.33,2.05882
babysit,5.89,2.03922
fairness,5.61,2.03922
frown,4.52,2.03922
glitter,5.22,2.03922
onstage,6.89,2.03922
pedal,6.5,2.03922
washer,6.32,2.03922
caveman,6.28,2.01961
helper,4.8,2.01961
pavement,6.3,2.01961
scales,6.47749,2.01961
seafood,6.86,2.01961
hateful,6.42,2
pretzel,5,2
cucumber,5.72,1.98039
freckles,5.16508,1.98039
squeaky,4.63,1.98039
swimsuit,5.61,1.98039
cleanup,5.06,1.96078
nightgown,5.78,1.96078
speedy,6.63,1.96078
walnut,6.16,1.96078
beginner,6.7,1.94118
cranberry,6.45,1.94118
octopus,6.26,1.94118
puddle,5.37,1.94118
wildlife,6.22,1.92157
cider,5.83,1.90196
respectful,6.26,1.90196
skater,6.57,1.90196
snowman,3.47,1.90196
carton,7,1.88235
checkers,6.11,1.88235
raspberry,5.33,1.88235
schoolgirl,6.68,1.88235
bonnet,6.83,1.86275
celery,5.78,1.86275
frisbee,5.5,1.86275
horseback,7,1.86275
milky,6.32,1.86275
waterfall,5.47,1.86275
aloud,6.22172,1.84314
bop,6.31,1.84314
decoration,5.94,1.84314
eyeball,3.83,1.84314
cassette,6.37,1.82353
mosquito,6.1,1.82353
outdoor,4.6,1.82353
spanking,3.86,1.82353
coloring,3.5,1.80392
crumb,5.89,1.80392
rodent,6.95,1.80392
bouncy,4.61,1.78431
dinnertime,4.05,1.78431
lollipop,3.89,1.78431
talker,5.74,1.78431
tiara,6.77,1.78431
pyjamas,5.78,1.76471
snail,5.79,1.76471
ballpark,5.24,1.7451
flake,5.95,1.7451
lumpy,6.89,1.7451
scarecrow,5.56,1.7451
staircase,6.5,1.7451
hoof,6.9,1.72549
lullaby,5.48,1.72549
seaweed,6.74,1.72549
turnip,7,1.72549
giggle,5.48,1.70588
pantyhose,6.06,1.70588
paste,4.84,1.70588
pouch,6.56,1.70588
striped,4.65,1.70588
doorknob,4.7,1.68627
hurray,5.25193,1.68627
mouthful,6.37,1.68627
potty,2.28,1.68627
rattlesnake,6.78,1.68627
shadowy,6.6,1.68627
thunderbolt,6.65,1.68627
upward,6.11,1.68627
washroom,6,1.68627
backside,5.61,1.66667
birthmark,6.85,1.66667
blender,6.84,1.66667
candlelight,7,1.66667
finder,6.06,1.66667
lifeguard,5.63,1.66667
pinkie,3.21,1.66667
skateboard,6.94,1.66667
sparkle,5.95,1.66667
wrapper,6.11,1.66667
backbone,6.95,1.64706
disobey,6.61,1.64706
raincoat,5.5,1.64706
raisin,5.05,1.62745
unhealthy,6.78,1.62745
whine,5.53,1.62745
farming,5.37,1.60784
godmother,6.95,1.60784
halo,6.39,1.60784
holder,6.85,1.60784
popsicle,3.78,1.60784
sailboat,4.65,1.60784
snore,5.94,1.60784
chuckle,6.3,1.58824
rooftop,5.89,1.58824
stairway,4.15,1.58824
sundae,5.11,1.58824
yarn,6.61,1.58824
auditorium,6.94,1.56863
binoculars,6.79,1.56863
eater,5.94,1.56863
hideout,6.86,1.56863
railway,6.65,1.56863
sitter,5.68,1.56863
toot,5.53,1.56863
fussy,6.67,1.54902
leprechaun,6.6,1.54902
grandchild,5.26,1.52941
pasture,6.33,1.52941
pinball,6.95,1.52941
propeller,7,1.52941
swoop,6.11,1.52941
daycare,6.74,1.5098
firewood,6.61,1.5098
hardworking,6.56,1.5098
marshmallow,3.8,1.5098
mushy,6.56,1.5098
unsafe,4.74,1.5098
giraffe,5,1.4902
groundhog,6,1.4902
tablet,6.83,1.4902
mower,6.89,1.47059
railing,6.56,1.47059
splinter,4.72,1.47059
springtime,5.65,1.47059
jellyfish,6.61,1.45098
juggle,6.39,1.45098
sleepover,5.5,1.45098
sprinkle,5.5,1.45098
stormy,6.3,1.45098
stripe,4.05,1.45098
untrue,6.53,1.45098
youngster,6.11,1.45098
attacker,6.5,1.43137
camper,6.67,1.43137
cannonball,6.39,1.43137
carousel,6.68,1.43137
cluck,5.22,1.43137
eel,6.47,1.43137
faucet,6.29,1.43137
raccoon,6.79,1.43137
schooling,6.37,1.43137
snug,6.38,1.43137
wasp,5.58,1.43137
fluff,4.85,1.41176
frosting,4.95,1.41176
hamper,6.8,1.41176
hippo,5.79,1.41176
hyena,6.61,1.41176
listener,5.79,1.41176
reptile,6.05,1.41176
trusty,6.24,1.41176
crumble,6.68,1.39216
eyebrow,5.5,1.39216
forwards,6.08318,1.39216
grownup,4.43,1.39216
gymnasium,6.63,1.39216
icing,5.53,1.39216
peppermint,5.7,1.39216
slingshot,6.53,1.39216
snowball,4.74,1.39216
haystack,6.32,1.37255
mitt,6.83,1.37255
unwanted,6.39,1.37255
hanger,6.78,1.35294
otter,5.47,1.35294
oval,5.95,1.35294
stair,3.84,1.35294
twig,6.28,1.35294
dangle,6.89,1.33333
dribble,6.5,1.33333
fingernail,4,1.33333
girly,6.81,1.33333
greased,6.94,1.33333
indoor,5.05,1.33333
pear,4,1.33333
clover,5.74,1.31373
crybaby,6.35,1.31373
farmhouse,5.89,1.31373
mailing,6,1.31373
nacho,6.86,1.31373
schoolboy,6.63,1.31373
twirl,3.72,1.31373
bulldozer,5.61,1.29412
burp,4.67,1.29412
energetic,6.9,1.29412
fruity,6.8,1.29412
hairdo,6.39,1.29412
knuckle,5.94,1.29412
raggedy,6.11,1.29412
snuggle,5.39,1.29412
chestnut,6.55,1.27451
fib,6.5,1.27451
pajama,4.27,1.27451
pebble,5.68,1.27451
runny,5.68,1.27451
unclean,6.83,1.27451
windmill,5.32,1.27451
armpit,6,1.2549
campfire,5.11,1.2549
checkout,6.44,1.2549
germ,5.95,1.2549
housework,7,1.2549
toolbox,6.67,1.2549
bashful,6.94,1.23529
caramel,6.58,1.23529
catfish,6.61,1.23529
coleslaw,6.72,1.23529
playmate,5.21,1.23529
ugliness,6.33,1.23529
booger,4.63,1.21569
firehouse,5.95,1.21569
hillside,6.16,1.21569
hilly,6,1.21569
moisture,6.5,1.21569
seagull,5.42,1.21569
animated,7,1.19608
baptism,6.58,1.19608
icky,4.42,1.19608
learner,6.26,1.19608
necktie,6.63,1.19608
preschool,4.05,1.19608
replay,7,1.19608
summertime,5.22,1.19608
tuba,7,1.19608
autographed,6.94,1.17647
blackboard,5.42,1.17647
blob,6.16,1.17647
cowgirl,6.74,1.17647
creamy,6.11,1.17647
flamingo,6.32,1.17647
smother,6.63,1.17647
snowflake,5.32,1.17647
frightful,5.83,1.15686
giver,5.83,1.15686
playful,6.22,1.15686
pliers,7,1.15686
racehorse,6.67,1.15686
unhappiness,6.84,1.15686
floppy,6.68,1.13725
hardened,6.94,1.13725
ornament,6.1,1.13725
pathway,6.5,1.13725
ticklish,4.67,1.13725
toothache,6.53,1.13725
bead,5.63,1.11765
caterpillar,5.17,1.11765
dab,6.72,1.11765
doghouse,6.74,1.11765
peekaboo,3.65,1.11765
schoolhouse,6.76,1.11765
sharpen,5.61,1.11765
tortoise,5.88,1.11765
walrus,5.06,1.11765
checker,6.89,1.09804
leaky,5.78,1.09804
chainsaw,7,1.07843
footprint,5.78,1.07843
oink,3.44,1.07843
padded,6.83,1.07843
parakeet,6.53,1.07843
piggyback,5,1.07843
pout,7,1.07843
cuss,6.79,1.05882
firecracker,5.56,1.05882
kicker,6.39,1.05882
rowboat,6.05,1.05882
sandbox,4.14,1.05882
snowy,4.83,1.05882
stomachache,4.47,1.05882
tot,7,1.05882
abracadabra,6.89,1.03922
blimp,6.63,1.03922
panty,6.26,1.03922
squish,5.65,1.03922
tangle,6.32,1.03922
unfriendly,7,1.03922
ballgame,5.56,1.01961
firefighter,5.16,1.01961
gaga,6.94,1.01961
handcuff,6.28,1.01961
horseshoe,5.85,1.01961
hydrant,6.89,1.01961
snoopy,5.47,1.01961
toothpick,6.83,1.01961
chore,5.79,1
dotted,6,1
eraser,4.95,1
manger,7,1
ponytail,5.79,1
smudge,6.11,1
sunscreen,5.33,1
watcher,6.32,1
yawn,5.3,1
